Date,Brand_and_Source,Net Sentiment
2020-09-15,HUA_clinecenter,2.429
2020-09-15,HUA_clinecenter,2.429
2020-09-15,HUA_clinecenter,2.429
2020-09-15,HUA_clinecenter,2.429
2020-09-14,HUA_clinecenter,2.812
2020-09-14,HUA_clinecenter,2.812
2020-09-14,HUA_clinecenter,2.812
2020-09-14,HUA_clinecenter,2.812
2020-09-13,HUA_clinecenter,1.585
2020-09-13,HUA_clinecenter,1.585
2020-09-13,HUA_clinecenter,1.585
2020-09-13,HUA_clinecenter,1.585
2020-09-12,HUA_clinecenter,-2.333
2020-09-12,HUA_clinecenter,-2.333
2020-09-12,HUA_clinecenter,-2.333
2020-09-12,HUA_clinecenter,-2.333
2020-09-11,HUA_clinecenter,1.111
2020-09-11,HUA_clinecenter,1.111
2020-09-11,HUA_clinecenter,1.111
2020-09-11,HUA_clinecenter,1.111
2020-09-10,HUA_clinecenter,1.667
2020-09-10,HUA_clinecenter,1.667
2020-09-10,HUA_clinecenter,1.667
2020-09-10,HUA_clinecenter,1.667
2020-09-09,HUA_clinecenter,1.129
2020-09-09,HUA_clinecenter,1.129
2020-09-09,HUA_clinecenter,1.129
2020-09-09,HUA_clinecenter,1.129
2020-09-08,HUA_clinecenter,0.102
2020-09-08,HUA_clinecenter,0.102
2020-09-08,HUA_clinecenter,0.102
2020-09-08,HUA_clinecenter,0.102
2020-09-07,HUA_clinecenter,1.545
2020-09-07,HUA_clinecenter,1.545
2020-09-07,HUA_clinecenter,1.545
2020-09-07,HUA_clinecenter,1.545
2020-09-06,HUA_clinecenter,0.000
2020-09-06,HUA_clinecenter,0.000
2020-09-06,HUA_clinecenter,0.000
2020-09-06,HUA_clinecenter,0.000
2020-09-05,HUA_clinecenter,1.429
2020-09-05,HUA_clinecenter,1.429
2020-09-05,HUA_clinecenter,1.429
2020-09-05,HUA_clinecenter,1.429
2020-09-04,HUA_clinecenter,0.714
2020-09-04,HUA_clinecenter,0.714
2020-09-04,HUA_clinecenter,0.714
2020-09-04,HUA_clinecenter,0.714
